passenderID,survived,pclass,fare,embarked,class,deck,embark_town,alone
passenger783,0,3,23.45,S,Third,,Southampton,False
passenger551,0,2,26.0,S,Second,,Southampton,True
passenger478,0,3,7.5208,S,Third,,Southampton,True
passenger565,0,3,24.15,S,Third,,Southampton,False
passenger799,0,3,24.15,S,Third,,Southampton,False
passenger731,0,3,18.7875,C,Third,,Cherbourg,True
passenger43,1,2,41.5792,C,Second,,Cherbourg,False
passenger333,0,3,18.0,S,Third,,Southampton,False
passenger388,0,3,7.7292,Q,Third,,Queenstown,True
passenger26,0,3,7.225,C,Third,,Cherbourg,True
passenger332,0,1,153.4625,S,First,C,Southampton,False
passenger888,0,3,23.45,S,Third,,Southampton,False
passenger790,0,3,7.75,Q,Third,,Queenstown,True
passenger106,1,3,7.65,S,Third,,Southampton,True
passenger531,0,3,7.2292,C,Third,,Cherbourg,True
passenger60,0,3,7.2292,C,Third,,Cherbourg,True
passenger409,0,3,25.4667,S,Third,,Southampton,False
passenger143,0,3,6.75,Q,Third,,Queenstown,True
passenger846,0,3,69.55,S,Third,,Southampton,False
passenger788,1,3,20.575,S,Third,,Southampton,False
passenger169,0,3,56.4958,S,Third,,Southampton,True
passenger503,0,3,9.5875,S,Third,,Southampton,True
passenger591,1,1,78.2667,C,First,D,Cherbourg,False
passenger71,0,3,46.9,S,Third,,Southampton,False
passenger282,0,3,9.5,S,Third,,Southampton,True
passenger735,0,3,16.1,S,Third,,Southampton,True
passenger10,1,3,16.7,S,Third,G,Southampton,False
passenger116,0,3,7.75,Q,Third,,Queenstown,True
passenger372,0,3,8.05,S,Third,,Southampton,True
passenger240,0,3,14.4542,C,Third,,Cherbourg,False
passenger294,0,3,7.8958,S,Third,,Southampton,True
passenger416,1,2,32.5,S,Second,,Southampton,False
passenger856,1,1,164.8667,S,First,,Southampton,False
passenger115,0,3,7.925,S,Third,,Southampton,True
passenger787,0,3,29.125,Q,Third,,Queenstown,False
passenger464,0,3,8.05,S,Third,,Southampton,True
passenger428,0,3,7.75,Q,Third,,Queenstown,True
passenger575,0,3,14.5,S,Third,,Southampton,True
passenger845,0,3,7.55,S,Third,,Southampton,True
passenger217,0,2,27.0,S,Second,,Southampton,False
passenger29,0,3,7.8958,S,Third,,Southampton,True
passenger387,1,2,13.0,S,Second,,Southampton,True
passenger658,0,2,13.0,S,Second,,Southampton,True
passenger99,0,2,26.0,S,Second,,Southampton,False
passenger87,0,3,8.05,S,Third,,Southampton,True
passenger468,0,3,7.725,Q,Third,,Queenstown,True
passenger417,1,2,13.0,S,Second,,Southampton,False
passenger278,0,3,29.125,Q,Third,,Queenstown,False
passenger260,0,3,7.75,Q,Third,,Queenstown,True
passenger215,1,1,113.275,C,First,D,Cherbourg,False
passenger284,0,1,26.0,S,First,A,Southampton,True
passenger439,0,2,10.5,S,Second,,Southampton,True
passenger36,1,3,7.2292,C,Third,,Cherbourg,True
passenger281,0,3,7.8542,S,Third,,Southampton,True
passenger734,0,2,13.0,S,Second,,Southampton,True
passenger0,0,3,7.25,S,Third,,Southampton,False
passenger433,0,3,7.125,S,Third,,Southampton,True
passenger90,0,3,8.05,S,Third,,Southampton,True
passenger850,0,3,31.275,S,Third,,Southampton,False
passenger793,0,1,30.6958,C,First,,Cherbourg,True
passenger49,0,3,17.8,S,Third,,Southampton,False
passenger534,0,3,8.6625,S,Third,,Southampton,True
passenger431,1,3,16.1,S,Third,,Southampton,False
passenger85,1,3,15.85,S,Third,,Southampton,False
passenger506,1,2,26.0,S,Second,,Southampton,False
passenger229,0,3,25.4667,S,Third,,Southampton,False
passenger499,0,3,7.7958,S,Third,,Southampton,True
passenger609,1,1,153.4625,S,First,C,Southampton,True
passenger622,1,3,15.7417,C,Third,,Cherbourg,False
passenger13,0,3,31.275,S,Third,,Southampton,False
passenger449,1,1,30.5,S,First,C,Southampton,True
passenger628,0,3,7.8958,S,Third,,Southampton,True
passenger797,1,3,8.6833,S,Third,,Southampton,True
passenger862,1,1,25.9292,S,First,D,Southampton,True
passenger579,1,3,7.925,S,Third,,Southampton,True
passenger469,1,3,19.2583,C,Third,,Cherbourg,False
passenger512,1,1,26.2875,S,First,E,Southampton,True
passenger782,0,1,30.0,S,First,D,Southampton,True
passenger865,1,2,13.0,S,Second,,Southampton,True
passenger803,1,3,8.5167,C,Third,,Cherbourg,False
passenger252,0,1,26.55,S,First,C,Southampton,True
passenger648,0,3,7.55,S,Third,,Southampton,True
passenger126,0,3,7.75,Q,Third,,Queenstown,True
passenger188,0,3,15.5,Q,Third,,Queenstown,False
passenger83,0,1,47.1,S,First,,Southampton,True
passenger778,0,3,7.7375,Q,Third,,Queenstown,True
passenger201,0,3,69.55,S,Third,,Southampton,False
passenger616,0,3,14.4,S,Third,,Southampton,False
passenger28,1,3,7.8792,Q,Third,,Queenstown,True
passenger132,0,3,14.5,S,Third,,Southampton,False
passenger611,0,3,7.05,S,Third,,Southampton,True
passenger866,1,2,13.8583,C,Second,,Cherbourg,False
passenger435,1,1,120.0,S,First,B,Southampton,False
passenger89,0,3,8.05,S,Third,,Southampton,True
passenger2,1,3,7.925,S,Third,,Southampton,True
passenger241,1,3,15.5,Q,Third,,Queenstown,False
passenger421,0,3,7.7333,Q,Third,,Queenstown,True
passenger345,1,2,13.0,S,Second,F,Southampton,True
passenger577,1,1,55.9,S,First,E,Southampton,False
passenger507,1,1,26.55,S,First,,Southampton,True
passenger208,1,3,7.75,Q,Third,,Queenstown,True
passenger111,0,3,14.4542,C,Third,,Cherbourg,False
passenger659,0,1,113.275,C,First,D,Cherbourg,False
passenger206,0,3,15.85,S,Third,,Southampton,False
passenger536,0,1,26.55,S,First,B,Southampton,True
passenger877,0,3,7.8958,S,Third,,Southampton,True
passenger746,0,3,20.25,S,Third,,Southampton,False
passenger695,0,2,13.5,S,Second,,Southampton,True
passenger46,0,3,15.5,Q,Third,,Queenstown,False
passenger762,1,3,7.2292,C,Third,,Cherbourg,True
passenger68,1,3,7.925,S,Third,,Southampton,False
passenger794,0,3,7.8958,S,Third,,Southampton,True
passenger226,1,2,10.5,S,Second,,Southampton,True
passenger214,0,3,7.75,Q,Third,,Queenstown,False
passenger458,1,2,10.5,S,Second,,Southampton,True
passenger185,0,1,50.0,S,First,A,Southampton,True
passenger626,0,2,12.35,Q,Second,,Queenstown,True
passenger101,0,3,7.8958,S,Third,,Southampton,True
passenger690,1,1,57.0,S,First,B,Southampton,False
passenger14,0,3,7.8542,S,Third,,Southampton,True
passenger884,0,3,7.05,S,Third,,Southampton,True
passenger823,1,3,12.475,S,Third,E,Southampton,False
passenger119,0,3,31.275,S,Third,,Southampton,False
passenger691,1,3,13.4167,C,Third,,Cherbourg,False
passenger168,0,1,25.925,S,First,,Southampton,True
passenger811,0,3,24.15,S,Third,,Southampton,True
passenger756,0,3,7.7958,S,Third,,Southampton,True
passenger337,1,1,134.5,C,First,E,Cherbourg,True
passenger103,0,3,8.6542,S,Third,,Southampton,True
passenger16,0,3,29.125,Q,Third,,Queenstown,False
passenger442,0,3,7.775,S,Third,,Southampton,False
passenger802,1,1,120.0,S,First,B,Southampton,False
passenger276,0,3,7.75,S,Third,,Southampton,True
passenger403,0,3,15.85,S,Third,,Southampton,False
passenger656,0,3,7.8958,S,Third,,Southampton,True
passenger360,0,3,27.9,S,Third,,Southampton,False
passenger711,0,1,26.55,S,First,C,Southampton,True
passenger399,1,2,12.65,S,Second,,Southampton,True
passenger172,1,3,11.1333,S,Third,,Southampton,False
passenger657,0,3,15.5,Q,Third,,Queenstown,False
passenger279,1,3,20.25,S,Third,,Southampton,False
passenger160,0,3,16.1,S,Third,,Southampton,False
passenger798,0,3,7.2292,C,Third,,Cherbourg,True
passenger730,1,1,211.3375,S,First,B,Southampton,True
passenger596,1,2,33.0,S,Second,,Southampton,True
passenger1,1,1,71.2833,C,First,C,Cherbourg,False
passenger654,0,3,6.75,Q,Third,,Queenstown,True
passenger542,0,3,31.275,S,Third,,Southampton,False
passenger74,1,3,56.4958,S,Third,,Southampton,True
passenger265,0,2,10.5,S,Second,,Southampton,True
passenger400,1,3,7.925,S,Third,,Southampton,True
passenger637,0,2,26.25,S,Second,,Southampton,False
passenger827,1,2,37.0042,C,Second,,Cherbourg,False
passenger219,0,2,10.5,S,Second,,Southampton,True
passenger619,0,2,10.5,S,Second,,Southampton,True
passenger772,0,2,10.5,S,Second,E,Southampton,True
passenger714,0,2,13.0,S,Second,,Southampton,True
passenger849,1,1,89.1042,C,First,C,Cherbourg,False
passenger266,0,3,39.6875,S,Third,,Southampton,False
passenger852,0,3,15.2458,C,Third,,Cherbourg,False
passenger629,0,3,7.7333,Q,Third,,Queenstown,True
passenger167,0,3,27.9,S,Third,,Southampton,False
passenger23,1,1,35.5,S,First,A,Southampton,True
passenger487,0,1,29.7,C,First,B,Cherbourg,True
passenger669,1,1,52.0,S,First,C,Southampton,False
passenger470,0,3,7.25,S,Third,,Southampton,True
passenger773,0,3,7.225,C,Third,,Cherbourg,True
passenger680,0,3,8.1375,Q,Third,,Queenstown,True
passenger647,1,1,35.5,C,First,A,Cherbourg,True
passenger346,1,2,13.0,S,Second,,Southampton,True
passenger698,0,1,110.8833,C,First,C,Cherbourg,False
passenger554,1,3,7.775,S,Third,,Southampton,True
passenger817,0,2,37.0042,C,Second,,Cherbourg,False
passenger496,1,1,78.2667,C,First,D,Cherbourg,False
passenger453,1,1,89.1042,C,First,C,Cherbourg,False
passenger334,1,1,133.65,S,First,,Southampton,False
passenger268,1,1,153.4625,S,First,C,Southampton,False
passenger844,0,3,8.6625,S,Third,,Southampton,True
passenger437,1,2,18.75,S,Second,,Southampton,False
passenger348,1,3,15.9,S,Third,,Southampton,False
passenger220,1,3,8.05,S,Third,,Southampton,True
passenger232,0,2,13.5,S,Second,,Southampton,True
passenger419,0,3,24.15,S,Third,,Southampton,False
passenger444,1,3,8.1125,S,Third,,Southampton,True
passenger391,1,3,7.7958,S,Third,,Southampton,True
passenger77,0,3,8.05,S,Third,,Southampton,True
passenger82,1,3,7.7875,Q,Third,,Queenstown,True
passenger816,0,3,7.925,S,Third,,Southampton,True
passenger753,0,3,7.8958,S,Third,,Southampton,True
passenger810,0,3,7.8875,S,Third,,Southampton,True
passenger33,0,2,10.5,S,Second,,Southampton,True
passenger871,1,1,52.5542,S,First,D,Southampton,False
passenger831,1,2,18.75,S,Second,,Southampton,False
passenger174,0,1,30.6958,C,First,A,Cherbourg,True
passenger585,1,1,79.65,S,First,E,Southampton,False
passenger225,0,3,9.35,S,Third,,Southampton,True
passenger286,1,3,9.5,S,Third,,Southampton,True
passenger340,1,2,26.0,S,Second,F,Southampton,False
passenger277,0,2,0.0,S,Second,,Southampton,True
passenger642,0,3,27.9,S,Third,,Southampton,False
passenger494,0,3,8.05,S,Third,,Southampton,True
passenger7,0,3,21.075,S,Third,,Southampton,False
passenger228,0,2,13.0,S,Second,,Southampton,True
passenger602,0,1,42.4,S,First,,Southampton,True
passenger124,0,1,77.2875,S,First,D,Southampton,False
passenger37,0,3,8.05,S,Third,,Southampton,True
passenger708,1,1,151.55,S,First,,Southampton,True
passenger721,0,3,7.0542,S,Third,,Southampton,False
passenger270,0,1,31.0,S,First,,Southampton,True
passenger639,0,3,16.1,S,Third,,Southampton,False
passenger299,1,1,247.5208,C,First,B,Cherbourg,False
passenger48,0,3,21.6792,C,Third,,Cherbourg,False
passenger20,0,2,26.0,S,Second,,Southampton,True
passenger108,0,3,7.8958,S,Third,,Southampton,True
passenger515,0,1,34.0208,S,First,D,Southampton,True
passenger385,0,2,73.5,S,Second,,Southampton,True
passenger141,1,3,7.75,S,Third,,Southampton,True
passenger864,0,2,13.0,S,Second,,Southampton,True
passenger530,1,2,26.0,S,Second,,Southampton,False
passenger558,1,1,79.65,S,First,E,Southampton,False
passenger812,0,2,10.5,S,Second,,Southampton,True
passenger414,1,3,7.925,S,Third,,Southampton,True
passenger102,0,1,77.2875,S,First,D,Southampton,False
passenger154,0,3,7.3125,S,Third,,Southampton,True
passenger704,0,3,7.8542,S,Third,,Southampton,False
passenger832,0,3,7.2292,C,Third,,Cherbourg,True
passenger405,0,2,21.0,S,Second,,Southampton,False
passenger21,1,2,13.0,S,Second,D,Southampton,True
passenger547,1,2,13.8625,C,Second,,Cherbourg,True
passenger51,0,3,7.8,S,Third,,Southampton,True
passenger572,1,1,26.3875,S,First,E,Southampton,True
passenger368,1,3,7.75,Q,Third,,Queenstown,True
passenger171,0,3,29.125,Q,Third,,Queenstown,False
passenger161,1,2,15.75,S,Second,,Southampton,True
passenger11,1,1,26.55,S,First,C,Southampton,True
passenger163,0,3,8.6625,S,Third,,Southampton,True
passenger381,1,3,15.7417,C,Third,,Cherbourg,False
passenger298,1,1,30.5,S,First,C,Southampton,True
passenger549,1,2,36.75,S,Second,,Southampton,False
passenger873,0,3,9.0,S,Third,,Southampton,True
passenger227,0,3,7.25,S,Third,,Southampton,True
passenger259,1,2,26.0,S,Second,,Southampton,False
passenger366,1,1,75.25,C,First,D,Cherbourg,False
passenger6,0,1,51.8625,S,First,E,Southampton,True
passenger170,0,1,33.5,S,First,B,Southampton,True
passenger125,1,3,11.2417,C,Third,,Cherbourg,False
passenger363,0,3,7.05,S,Third,,Southampton,True
passenger70,0,2,10.5,S,Second,,Southampton,True
passenger699,0,3,7.65,S,Third,F,Southampton,True
passenger571,1,1,51.4792,S,First,C,Southampton,False
passenger552,0,3,7.8292,Q,Third,,Queenstown,True
passenger776,0,3,7.75,Q,Third,F,Queenstown,True
passenger457,1,1,51.8625,S,First,D,Southampton,False
passenger139,0,1,79.2,C,First,B,Cherbourg,True
passenger153,0,3,14.5,S,Third,,Southampton,False
passenger426,1,2,26.0,S,Second,,Southampton,False
passenger766,0,1,39.6,C,First,,Cherbourg,True
passenger739,0,3,7.8958,S,Third,,Southampton,True
passenger634,0,3,27.9,S,Third,,Southampton,False
passenger430,1,1,26.55,S,First,C,Southampton,True
passenger269,1,1,135.6333,S,First,C,Southampton,True
passenger199,0,2,13.0,S,Second,,Southampton,True
passenger574,0,3,8.05,S,Third,,Southampton,True
passenger466,0,2,0.0,S,Second,,Southampton,True
passenger573,1,3,7.75,Q,Third,,Queenstown,True
passenger847,0,3,7.8958,C,Third,,Cherbourg,True
passenger223,0,3,7.8958,S,Third,,Southampton,True
passenger123,1,2,13.0,S,Second,E,Southampton,True
passenger605,0,3,15.55,S,Third,,Southampton,False
passenger352,0,3,7.2292,C,Third,,Cherbourg,False
passenger774,1,2,23.0,S,Second,,Southampton,False
passenger424,0,3,20.2125,S,Third,,Southampton,False
passenger555,0,1,26.55,S,First,,Southampton,True
passenger137,0,1,53.1,S,First,C,Southampton,False
passenger779,1,1,211.3375,S,First,B,Southampton,False
passenger367,1,3,7.2292,C,Third,,Cherbourg,True
passenger194,1,1,27.7208,C,First,B,Cherbourg,True
passenger593,0,3,7.75,Q,Third,,Queenstown,False
passenger239,0,2,12.275,S,Second,,Southampton,True
passenger193,1,2,26.0,S,Second,F,Southampton,False
passenger186,1,3,15.5,Q,Third,,Queenstown,False
passenger133,1,2,26.0,S,Second,,Southampton,False
passenger47,1,3,7.75,Q,Third,,Queenstown,True
